GeneName,value
SEC14L2,3.63453739161552
TSPYL1,3.63413574487921
NUP205,3.63375142141212
MYOF,3.63368355612811
CORO7,3.63354977086239
PMM2,3.63319754378942
CCNB1IP1,3.63318842052821
ARHGAP44,3.63308060231737
BACE2,3.63296801984769
GSN,3.63283339503838
FEZ1,3.63254469446081
CACNA2D1,3.63252135263504
NDUFB10,3.63207469009567
KLHL5,3.63199216145147
PTPN5,3.6313970143364
ATM,3.63066860196667
IDH3A,3.63057386961629
CXADR,3.63044946259962
ANLN,3.63004494575346
QDPR,3.62993519008496
PAK4,3.62988738214668
PPIL3,3.62972646674624
PDE10A,3.62918345293511
EXOC1,3.62896708459626
ECHS1,3.62834667666363
CHCHD2,3.62815199837114
DDX58,3.62809662144231
HSPB8,3.62804951435919
SIPA1,3.62785524304166
RIN2,3.6276497096098
CORO2A,3.6275823468388
SCFD1,3.62744332281624
CARD8,3.62712741681179
CHML,3.62667957353762
WDFY2,3.62664317992454
OSBPL11,3.62651531033847
VWA5B2,3.62587491989841
BPTF,3.62574000981117
PLIN4,3.62558095923613
CSMD2,3.62550381505161
ACSF2,3.62516703062278
ITPKB,3.62515589992567
WDR36,3.62498222967456
UNC5B,3.62460218696179
MAN2A2,3.62426442971244
GALNT16,3.62412477247541
SHANK2,3.62399540778616
DARS1,3.62376768109038
SLC8A1,3.62330963361845
TARS1,3.62320318050106
COL12A1,3.62299120671111
CTNNA2,3.62200300926466
CNKSR3,3.62182208274067
ATP5PD,3.62155989949126
KDSR,3.62092645835791
TLR4,3.62076336623558
BAG3,3.61972717545603
LDLRAP1,3.619438377999
IKBKB,3.6189059871642
GNL1,3.6185314992203
ACOT7,3.61842387816011
TLE4,3.61836218279882
ADPRH,3.61813694587886
ACAD9,3.61802220385445
PLD1,3.61796492095736
CYP2J2,3.61708780065151
FYN,3.61706581386359
GLI2,3.61704463773014
SLC6A9,3.6169875460887
AVEN,3.61634386386408
SNUPN,3.61618139683056
AMPD2,3.61577237395616
APPL2,3.61570288408312
MDGA2,3.61563219199477
ARHGAP26,3.61553970091283
LIG4,3.61546280604938
STK33,3.61497625787454
CDC42BPA,3.61489788676699
SYNE3,3.61403212535995
BASP1,3.61398003783031
RASA3,3.61375128298601
LCP1,3.61346967929272
PARD3B,3.61296355838906
NUDT2,3.6129394011211
PMPCA,3.61292319457136
ZNF184,3.61249744873928
PPP4R1,3.61235970409561
ARL15,3.61204456723739
HIP1R,3.61169970765852
PDLIM3,3.61127235747317
BDH2,3.61114429926894
AHNAK,3.6109546537052
HIKESHI,3.61080221657902
SMTN,3.61048828724928
BZW2,3.61041851773702
GBP3,3.61026955463256
C3,3.61004019910516
DLG2,3.60977105340272
TMEM38A,3.60952710067387
SREBF2,3.60917390044375
ABR,3.60910039103093
HIGD1A,3.60903041974373
ATG4C,3.60890062644717
LANCL2,3.60863250054564
GGH,3.60853652100244
LPL,3.60848443049762
CASQ1,3.60781941130109
DSTYK,3.60766118584599
EPS15L1,3.60730823660752
FTL,3.60689924685296
EXOSC5,3.60679196230711
NWD1,3.60670185366112
NSL1,3.60606460838035
MGST3,3.60538645169391
IQSEC3,3.60537946188363
DNMT1,3.60520681633278
B3GAT1-DT,3.60482463524639
DIP2A,3.60438806246887
UBE2G2,3.60430906839492
LRRK1,3.60430761797285
ASPA,3.60349730893521
CHCHD6,3.60348402953428
VGF,3.60336103592139
SLK,3.6026346058865
SESN1,3.60234944196735
TTYH1,3.60222550651772
ACTN1,3.60200681809422
RCHY1,3.60178553464534
GTF2H5,3.6013061930061
CTSF,3.60106632863002
UBC,3.60051877411053
COX10,3.60043297340859
ATP5F1A,3.60035216218595
CPNE3,3.60034583639278
NUP107,3.60020728016083
SAMHD1,3.60001459964245
TUFM,3.59994814648927
NECTIN3,3.59932667436355
EXOC6,3.59910733887402
LINGO2,3.59890494898657
CBR3,3.59867550304837
MYCBP2,3.59854976706098
CCDC88B,3.59793911551649
AGK,3.59742006741745
NRAS,3.59689995706962
CCDC171,3.59686225995145
TMCC3,3.59672857480787
B2M,3.5961061533002
OGFR,3.59609892068004
SLC30A9,3.59591416536134
PMM1,3.59583282127499
DMPK,3.59556592437411
PLSCR1,3.59512326318048
ATAD1,3.59512152552928
TPMT,3.59493156362514
BCL2L2,3.59473266708499
CFDP1,3.59444387722107
PIGH,3.59425262536337
MEPCE,3.59407755185665
SLC39A10,3.5936421211191
ORMDL1,3.59329624849357
LRRK2,3.5930789021098
KIAA1109,3.59306465152566
PARK7,3.59237085348245
KATNAL1,3.5918171606842
PSD3,3.59126018536937
VWA5A,3.59086067970702
NEXN,3.59084711626538
RLBP1,3.59055816780144
MCM4,3.59031917246322
DHX34,3.58960135144388
PDCD10,3.58941256674222
HLA-DOA,3.58923909201603
HDDC3,3.58913633277113
COX7A2L,3.58900358850226
GAB1,3.58892972189
ADD2,3.5889075495499
BRAF,3.58887291417453
CTBP1,3.5888306421192
PDIA4,3.58881172915401
RNMT,3.58875823068394
CCNYL1,3.58839811625134
SLC4A1AP,3.58833448654099
WASF3,3.58802695529204
CYTH2,3.58796143467179
WASHC4,3.58741502407157
SPTBN2,3.58733278935935
SRI,3.58704772299904
OCIAD1,3.58702583968399
CYP4F11,3.58701064955851
PSEN2,3.58698088805238
ASAP2,3.58671332254606
TYROBP,3.5867035248169
TFAM,3.58670343106183
ATL2,3.5866483626199
VIM,3.58630888601057
ABLIM2,3.58618706939899
TENT5A,3.58601519861268
DMXL2,3.5858726505525
FILIP1L,3.58581404919132
GFRA2,3.58565755412219
KCNH1,3.58560251067513
PPP1R37,3.58559697729065
RAB15,3.58545710984847
MOB3B,3.58353840002015
ARHGAP17,3.58305672575072
"NAV2",3.58301041664812
CDC37L1,3.58293959591296
MRPL34,3.58238092593638
PCNT,3.58208289647248
PPP5C,3.58195494466781
RPE,3.58191080077628
CCDC86,3.5816955536937
SUSD5,3.58147265547808
ZYG11B,3.58143224562441
WHRN,3.58076412877562
JAK2,3.58039159826397
FRRS1L,3.58024958012915
WASF1,3.57953328059682
CDC7,3.57943687317222
NRSN1,3.5793892036184
FASN,3.57934253239006
"NAPB",3.57877328557886
BRSK2,3.57865664298628
NTNG1,3.57849627156978
STAG1,3.57831601911772
PHF14,3.57721163535427
ISCU,3.5768939620782
SNRPN,3.5766606246171
JAK1,3.57641796098288
NFATC2,3.57632678747018
BNIP3L,3.57595573036939
TM7SF2,3.57559290251613
PLCB1,3.5753595318233
BCL2,3.57526474904789
HPCA,3.57509536333774
SAR1A,3.57470890969841
PAXBP1,3.57424383622285
TFB1M,3.57404184469275
SYNGR1,3.57332441363068
IFT122,3.57280062989722
TMEM121B,3.5727668258304
SMYD5,3.57249239688793
GNA11,3.57246189277149
CTSB,3.57223772939578
USP47,3.57218121566315
MRPL21,3.57215113557096
TMEM143,3.57142903699137
STRN3,3.57138480918845
CPE,3.57121070510563
ATP1B1,3.57116055227607
DYNC2LI1,3.57114961836359
PRKG2,3.57112263923722
POLD1,3.57095005190344
TMEM176A,3.57089916980208
SNX10,3.57086095870545
TMEM216,3.57071975550796
SMAP2,3.57065257835842
MRPL44,3.57046116264382
NFYC,3.57037170428037
GALK1,3.57033871711046
TMEM9,3.57020598375403
RELL1,3.57017345080288
ATXN10,3.56981837569795
GSK3B,3.56933063693383
STUB1,3.56923325329781
CGNL1,3.56880725804191
BRD2,3.56874409326168
STXBP5L,3.56872984238693
ARHGAP35,3.56843924576117
KCNMB4,3.5676943893233
OSTF1,3.56751512455819
GPHN,3.56748257989834
ADCY2,3.5672504286494
SLC25A23,3.56712657009711
TNFRSF11A,3.56693335606162
ZHX2,3.56683438778518
PHYKPL,3.56620571718253
LCN15,3.56597114743327
TNC,3.56583411414592
APOD,3.56555508517242
PACRGL,3.56539517468495
HSPA1L,3.56539481335671
PDS5A,3.56529215870889
MYORG,3.5652032502496
GRAMD2B,3.5650510847412
DOCK5,3.56490336272719
CSNK2B,3.56455264743136
BEND6,3.56442285749225
ATP5MK,3.56439883682063
AP2S1,3.56389978649787
ADAMTS3,3.56357266749678
ATP5F1C,3.56312617639272
EPHA6,3.56308115401724
EPHX4,3.56290698258497
NCEH1,3.56285928208524
AGT,3.56228128484745
MINDY1,3.56221739539582
PDCD6IP,3.56215155228397
BIN2,3.56177742866791
CNTNAP5,3.5616569056174
LRRC37A2,3.5611281710775202
CRKL,3.56092886114193
RCC1,3.5609198679306
MAPK9,3.56085495030418
IFT46,3.56085152164849
CDH2,3.56060438467967
IBA57,3.56046641788313
MTRR,3.56041370360835
TRAF3IP2,3.56035148300925
SETD7,3.5601848715601
ACSS2,3.56008205173896
OSCP1,3.55999818860923
HMOX1,3.55961775473087
ZDHHC11,3.55958023585052
COPB2,3.55911520848978
MIEF1,3.55816179878721
NEDD1,3.55788688877737
TMEM63C,3.55765816866548
SORCS3,3.55761313108135
AKAP6,3.55759381125112
TKT,3.55758639806218
MED11,3.55755242950807
PCCA,3.5574538937381
RASSF2,3.55732167761532
FAM210A,3.55698558013597
RUVBL1,3.55686370150561
UNC79,3.55651080198224
AGBL4,3.55641927460769
CNTN1,3.55629261931982
ADNP,3.55600063131965
PNMA8C,3.55585795619875
UBE2I,3.55567895869219
STX4,3.55525318404919
NMT2,3.55435211786572
OCA2,3.55425272629448
PGD,3.5542043020547
FAM83H,3.55280974768012
IP6K3,3.55246071217404
BACE1,3.55237265813796
RABL2B,3.5522294867833
CLCN6,3.5518919570489
EYA3,3.55098531305075
FBLL1,3.55090398899936
ATP5PF,3.55079054672099
SASH1,3.55060791798014
RFC1,3.55036965099717
PSMA4,3.55025549500811
ZCCHC24,3.55015623979672
MRPL55,3.55001938347539
NDUFB8,3.54994190599944
CDH20,3.54979092366841
ITGB1,3.5494091521542
POLDIP2,3.54933237397621
SELENOF,3.54894388475034
MBP,3.54812911466456
LGI2,3.54806358128982
ZNF554,3.54745725792324
MIX23,3.5470933166626
GYG1,3.54687922759712
MRPL18,3.54672352837135
DNAL4,3.54665390169935
S100B,3.54648555020419
SLC1A5,3.54624434705059
MYO1E,3.54613650456751
TPM1,3.54603392756486
TPM1,3.54603392756486
BMPER,3.54509775190661
LZTS1,3.54502750845274
PANK2,3.54490765178658
DDX25,3.54426681202791
PDE5A,3.54419859064164
CARD11,3.54404840032316
FEM1A,3.54322658019197
MPC1,3.54285920406733
ITGB8,3.54219763748736
FZD3,3.54214220108253
EXOC3-AS1,3.54203727104503
CSRP1,3.5416711997466
RASL12,3.54162182708672
REPS1,3.54128691719638
PAAF1,3.54079237056075
NIPSNAP3B,3.54077528276987
DAB1,3.5407054128744
EPHA3,3.54067837425644
SEPTIN11,3.54061831497432
RGS6,3.54038350461978
WASF2,3.53999130935055
MAGI1,3.53963222803343
TRIP11,3.53959649857828
HDGF,3.53937411172248
BEGAIN,3.53907738736062
SLC5A3,3.53866802086739
ACTN4,3.53842071712779
MARK4,3.5381383795826302
ARID4B,3.53797910758686
ITGAX,3.53772372044244
GLRX,3.53750401536053
ACYP2,3.53679694205773
NHLRC2,3.53677774845542
REEP2,3.53671272669288
AKAP8,3.53653067197633
DNAJC5,3.53644867279364
RIPK1,3.53644416201647
MOB1A,3.53604139061826
UCHL1,3.53595540915855
OLA1,3.53478872845304
MAP4K3,3.53438932308416
TMEM43,3.5343644616795
DIRAS1,3.53421941413526
MICOS10,3.53403254541769
BSN,3.53380902331412
ACSL6,3.53357658011371
SLC4A11,3.53353935379234
TSPYL5,3.53301212129056
PSD2,3.53287154914123
ZNF45,3.53279155518694
DDX24,3.53274224657313
TULP3,3.53236113535652
STMN4,3.53208380632258
MUC20-OT1,3.53199238663279
MIR7-3HG,3.53169892373874
LCP2,3.53158918410861
HAS1,3.53144274735322
CCDC93,3.53139202771158
CEP350,3.53138798360537
TMEM67,3.53132176624563
CSF1R,3.53129783938511
MRPL1,3.53125669423846
TMX4,3.53114327274545
CPNE5,3.53110156405085
SESTD1,3.5303309313858
ELOVL4,3.53027525686271
WAC-AS1,3.53026281505737
DLGAP1,3.53014874990442
CHSY1,3.5301229761793
LRRTM4,3.53005889988126
TARS2,3.53003136810694
TDRD7,3.52993542552018
VSTM2A,3.52984942306425
H2AZ2,3.52982295303633
H1-2,3.52981725716412
MIDEAS,3.52948468737292
ASPH,3.5292411956897
GNAZ,3.52914774176214
JAM2,3.52914463452985
NFKBIA,3.52902892399615
WSB2,3.52882717146042
C2CD5,3.52847994865213
SLC20A1,3.52701357755665
FGF1,3.52698676724504
RIF1,3.52682358629048
RASGRP3,3.52640728806934
LIMS1,3.5260606701559
NSMF,3.52543316407001
TSPAN13,3.52535850079711
KCNJ4,3.52533908369153
MEST,3.52504360324087
ZSCAN18,3.52493076529079
HERC1,3.52479106184061
IMPDH1,3.52458219061982
MAF,3.52437639599953
ADAM22,3.52425209226035
SMG9,3.52365551075599
WDR5,3.52331760861925
CEND1,3.52330334270597
C2orf80,3.52291775743119
PIK3R4,3.52272992145188
WDR18,3.52223234254618
TDRKH,3.52193244873014
PTK2,3.52191669944157
PTPRF,3.5218116322297
TAB2,3.52149903263248
KCTD21,3.52138365217594
CCDC65,3.52094593713508
SLC38A10,3.52094394065074
ATP5F1B,3.52067185391966
CHST12,3.52053522126277
DNAJC19,3.52031876392215
PIEZO1,3.52012752309012
TFIP11,3.51978890976096
CADM1,3.51950098617056
WASHC2A,3.51934607105153
FBLN7,3.51929036560379
MICU3,3.51904281447563
PPP2R1A,3.51875998209865
USP40,3.51875232252097
ATF7IP2,3.51868183949536
MRI1,3.51777829445858
TEP1,3.51708669040553
FGF12,3.51682811427653
SEMA5B,3.51662012068892
RRP15,3.51624593943727
PRKRIP1,3.5161838818010702
SFXN1,3.51605064718391
RAB3A,3.51603753755367
C19orf53,3.51494406638508
SNAP91,3.51474633490828
LACTB,3.51471576646883
IRAK2,3.51449966983424
MTARC2,3.51330530484135
PARP1,3.51291459584263
POLR2J3,3.51228783928562
NCOA5,3.51213329870931
ING1,3.5116674219499
INPP5K,3.51157717577225
MMAA,3.5114567179327
ANKRD28,3.51093275025948
MRPL40,3.51068018682348
MAN2C1,3.51060305313003
ANTXR1,3.51057804471941
ACP1,3.51036147120746
TNIP2,3.51017019947885
RELL2,3.51007899961653
MPP3,3.50975711836495
CDH9,3.50967902203325
SPEN,3.50957219616237
ALDH3B1,3.5092755068754
CCDC163,3.50902033868359
MRPL3,3.50856004647763
AKR1E2,3.50827667499022
SPRY4,3.50824934374684
SEPTIN10,3.50757821378814
MAN2A1,3.50751852637065
LAIR1,3.50735808734501
AP3M2,3.50728810531952
ATAD3C,3.50717758295785
CDIPT,3.50693934911215
APBB1IP,3.5065547190528
ARL1,3.50616267874305
LYNX1,3.50587999911973
SMARCD3,3.50552733778451
ATAD3A,3.50542331917985
TNS1,3.50525661813834
KMT2C,3.50523324937033
RAD51C,3.50515761977731
EIF4G1,3.50494183433621
PRPF4B,3.50465235324361
RIMS2,3.50457222893128
MMP2,3.5044898161786
OTULINL,3.50447205179486
SLIT3,3.50438684648716
NFKB1,3.50412694502117
TXN,3.5038147015862
AP1G1,3.5037907902936
THOC3,3.50366849985417
MAML1,3.50363486664061
TAF3,3.50355703791097
THOC7,3.50349483345451
FRAS1,3.50330091077022
TTC30A,3.50304110189351
G3BP2,3.50302804133772
AIG1,3.50275263948647
TXNRD1,3.50267218806836
SCUBE3,3.502628245726
CEBPZOS,3.50261640549509
TAGLN3,3.50237064064739
EFCAB2,3.50184238212728
PARS2,3.50182287778251
FAM151B,3.50160485293977
CD4,3.50133723224235
PMS2P1,3.50112394717143
EFR3B,3.50107632660852
IL18,3.5006275769972
XRCC5,3.50055652972565
C7orf50,3.50052044000989
SULT1A1,3.50051886256706
VPS26A,3.50012183702949
MAP3K9,3.49986864739022
NIPSNAP2,3.49985170812546
LINC01168,3.49951347405409
TGFBI,3.49949645060244
TMEM241,3.49929221450279
ARFGAP1,3.49911225775412
BST2,3.49907252091022
"NAV1",3.49906207543137
PIGS,3.4988176588424
PTGES3,3.49879883703785
SCRN3,3.49871442819679
ERO1A,3.49860233882722
COX5A,3.49841726093413
FNBP1,3.49791918106797
GGCT,3.49735878213292
COBL,3.49734848577046
FAM3C,3.49734065709105
GCLC,3.4971740476482
NPRL3,3.49689260022459
SFXN3,3.49674858078914
LRRC2,3.4966787951554
MRPL48,3.4962622437063
IMMP2L,3.49608210024967
CHST3,3.49603196905058
LRP2,3.49601994815126
DDX55,3.49558861253322
RCN2,3.49539241941932
ST6GAL1,3.49512218159052
PINLYP,3.49505570402555
CNN3,3.49495557494494
DENND10,3.4948732576847
TRIM65,3.4948303290466
DTYMK,3.49463433622745
RDH13,3.49453273077551
MAGI3,3.49452454066862
LUC7L2,3.49448010591306
FKBP5,3.49419805046609
GRM7,3.49408170086092
SETD1A,3.49398027703325
LNP1,3.49362046332208
IFRD1,3.49350427544744
RSU1,3.49343560649937
LSM7,3.49323900402772
CAPRIN2,3.49314206944948
SNRPC,3.49302895924253
ADH5,3.49274964736439
MAP4K4,3.49260545850736
PRDX1,3.49258520875709
RAB37,3.49248447268465
ADGRE5,3.4923962797424
KCNIP4,3.4923010881848
PLOD3,3.49229001224296
MTTP,3.49215476486345
MPC2,3.4921121462259
GABRB1,3.49188722046702
USP7,3.49150690576979
PIGK,3.49126130778689
FSTL5,3.49118093073671
XRCC4,3.4910489391334
ARHGAP27,3.4906322595115
LRP1,3.49043758595612
ZNF646,3.49043061542362
ARHGEF7,3.49030495274457
CCND3,3.48993774984358
PCP4,3.48969987736186
HIF1AN,3.48960068314534
PICK1,3.48916729966172
MS4A6A,3.48878187321577
MS4A6A,3.48878187321577
SGCE,3.48830208109597
MIF4GD,3.48793521265504
IGFBP5,3.4877767344033
EPCAM,3.48745668732356
MFHAS1,3.48737164089913
STAT6,3.48720238126239
ARMH4,3.48713488304669
MDH1B,3.48680866697219
PRPF31,3.48671401548177
ARHGAP24,3.48654142463783
MRPL20,3.48654053499034
PPIA,3.48652834584813
PPIA,3.48652834584813
COL5A2,3.4861814433119
NUCB1,3.48605254860576
EPHA4,3.4859340749713
PLPPR4,3.48587488305655
ZDHHC2,3.48543846977178
ZNF519,3.48540320590351
TIPRL,3.48493916178649
RNF169,3.48470906651024
TMEM150C,3.48455727421444
WDSUB1,3.48443282412542
TMEM30A,3.48414247230807
ST8SIA5-DT,3.48406958685997
SUPV3L1,3.48370997863052
GPSM3,3.48362386173556
INVS,3.48358393573653
CAP1,3.48337880592805
